timestamp,message
2026-05-02 01:19:40,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 44.23
2026-05-02 01:19:42,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 1275.0
2026-05-02 01:19:42,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 1275.0
2026-05-02 01:19:42,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:19:42,⚠️ [L1-RANGE] CO_percentage out of range! Value: 30.0
2026-05-02 01:19:42,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 30.0
2026-05-02 01:19:44,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 0.0
2026-05-02 01:19:44,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 47.13
2026-05-02 01:19:46,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 371.02
2026-05-02 01:19:48,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 352.1
2026-05-02 01:19:48,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.08
2026-05-02 01:19:50,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 326.09
2026-05-02 01:19:50,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.05
2026-05-02 01:19:52,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 389.35
2026-05-02 01:19:52,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.35
2026-05-02 01:19:54,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 372.05
2026-05-02 01:20:02,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:20:04,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 0.0
2026-05-02 01:20:04,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 0.0
2026-05-02 01:20:04,⚠️ [L1-RANGE] CO_percentage out of range! Value: 30.0
2026-05-02 01:20:04,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 30.0
2026-05-02 01:20:06,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 250.62
2026-05-02 01:20:06,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 48.45
2026-05-02 01:20:08,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 248.52
2026-05-02 01:20:08,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 46.58
2026-05-02 01:20:08,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.19
2026-05-02 01:20:10,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 250.32
2026-05-02 01:20:13,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 253.13
2026-05-02 01:20:13,⚠️ [L1-RANGE] CO_percentage out of range! Value: 0.0
2026-05-02 01:20:13,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 0.0
2026-05-02 01:20:15,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 254.29
2026-05-02 01:20:15,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.51
2026-05-02 01:20:21,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.0
2026-05-02 01:20:23,⚠️ [L1-RANGE] carbon_potential out of range! Value: 1.35
2026-05-02 01:20:23,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 1.35
2026-05-02 01:20:23,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 307.18
2026-05-02 01:20:23,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 19.67
2026-05-02 01:20:38,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 1275.0
2026-05-02 01:20:38,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 1275.0
2026-05-02 01:20:38,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.1
2026-05-02 01:20:44,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:20:44,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 21.87
2026-05-02 01:20:46,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:20:46,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:20:48,⚠️ [L1-RANGE] carbon_potential out of range! Value: 1.35
2026-05-02 01:20:48,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 1.35
2026-05-02 01:20:48,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.1
2026-05-02 01:20:50,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.72
2026-05-02 01:20:52,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 0.0
2026-05-02 01:20:52,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 0.0
2026-05-02 01:20:54,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:20:56,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 0.0
2026-05-02 01:20:56,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.76
2026-05-02 01:20:58,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.99
2026-05-02 01:20:58,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1160.0
2026-05-02 01:20:58,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 399.81
2026-05-02 01:20:58,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.55
2026-05-02 01:21:00,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1197.0
2026-05-02 01:21:01,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.45
2026-05-02 01:21:01,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.39
2026-05-02 01:21:03,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1167.16
2026-05-02 01:21:03,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:21:03,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 49.88
2026-05-02 01:21:05,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 375.0
2026-05-02 01:21:05,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 375.0
2026-05-02 01:21:05,⚠️ [L1-RANGE] carbon_potential out of range! Value: 1.35
2026-05-02 01:21:05,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 1.35
2026-05-02 01:21:05,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:21:05,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:21:05,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.15
2026-05-02 01:21:09,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:21:11,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 306.2
2026-05-02 01:21:13,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 375.0
2026-05-02 01:21:13,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 375.0
2026-05-02 01:21:15,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 247.93
2026-05-02 01:21:17,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 0.0
2026-05-02 01:21:17,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 0.0
2026-05-02 01:21:21,⚠️ [L1-RANGE] carbon_potential out of range! Value: 0.0
2026-05-02 01:21:21,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.0
2026-05-02 01:21:21,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:21:23,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.87
2026-05-02 01:21:25,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:21:25,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:21:25,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 249.25
2026-05-02 01:21:25,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 88.58
2026-05-02 01:21:25,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.9
2026-05-02 01:21:25,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 0.0
2026-05-02 01:21:25,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.94
2026-05-02 01:21:27,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 859.2
2026-05-02 01:21:27,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 245.86
2026-05-02 01:21:27,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.89
2026-05-02 01:21:27,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 392.48
2026-05-02 01:21:27,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 49.31
2026-05-02 01:21:27,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.29
2026-05-02 01:21:29,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 850.06
2026-05-02 01:21:29,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 0.0
2026-05-02 01:21:29,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 0.0
2026-05-02 01:21:29,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:21:29,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:21:29,⚠️ [L1-RANGE] main_gas_pressure out of range! Value: 120.0
2026-05-02 01:21:29,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 120.0
2026-05-02 01:21:29,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.89
2026-05-02 01:21:29,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 330.73
2026-05-02 01:21:29,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 47.16
2026-05-02 01:21:31,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 841.91
2026-05-02 01:21:31,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 253.16
2026-05-02 01:21:31,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.33
2026-05-02 01:21:31,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 71.29
2026-05-02 01:21:31,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.94
2026-05-02 01:21:31,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 378.87
2026-05-02 01:21:31,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 47.51
2026-05-02 01:21:33,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 843.65
2026-05-02 01:21:33,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 245.84
2026-05-02 01:21:33,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.74
2026-05-02 01:21:33,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 72.16
2026-05-02 01:21:33,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 368.19
2026-05-02 01:21:35,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 849.57
2026-05-02 01:21:35,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 252.93
2026-05-02 01:21:35,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.27
2026-05-02 01:21:35,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 371.44
2026-05-02 01:21:37,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 252.46
2026-05-02 01:21:39,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 254.33
2026-05-02 01:21:40,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.02
2026-05-02 01:21:40,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.0
2026-05-02 01:21:46,⚠️ [L1-RANGE] CO_percentage out of range! Value: 30.0
2026-05-02 01:21:46,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 30.0
2026-05-02 01:21:50,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.94
2026-05-02 01:21:52,⚠️ [L1-RANGE] main_gas_pressure out of range! Value: 0.0
2026-05-02 01:21:52,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 0.0
2026-05-02 01:21:54,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 36.0
2026-05-02 01:21:54,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 36.0
2026-05-02 01:21:54,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 89.51
2026-05-02 01:21:56,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 21.54
2026-05-02 01:21:56,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 82.43
2026-05-02 01:21:56,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:21:56,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:21:58,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 88.23
2026-05-02 01:22:00,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 88.23
2026-05-02 01:22:06,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 70.76
2026-05-02 01:22:08,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 21.33
2026-05-02 01:22:12,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:22:14,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.45
2026-05-02 01:22:16,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 47.43
2026-05-02 01:22:18,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.37
2026-05-02 01:22:20,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 42.94
2026-05-02 01:22:22,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 43.18
2026-05-02 01:22:24,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.86
2026-05-02 01:22:26,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:22:26,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:22:26,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 303.5
2026-05-02 01:22:28,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.83
2026-05-02 01:22:30,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.68
2026-05-02 01:22:30,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 87.26
2026-05-02 01:22:32,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.57
2026-05-02 01:22:34,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.92
2026-05-02 01:22:36,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.77
2026-05-02 01:22:42,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 375.0
2026-05-02 01:22:42,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 375.0
2026-05-02 01:22:50,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:22:52,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 48.29
2026-05-02 01:22:55,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 46.71
2026-05-02 01:22:57,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 0.0
2026-05-02 01:22:57,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 0.0
2026-05-02 01:22:57,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 46.07
2026-05-02 01:22:59,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.66
2026-05-02 01:22:59,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1141.78
2026-05-02 01:22:59,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 45.3
2026-05-02 01:23:01,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1190.87
2026-05-02 01:23:01,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.84
2026-05-02 01:23:03,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1172.4
2026-05-02 01:23:05,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1161.58
2026-05-02 01:23:05,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:23:07,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1116.91
2026-05-02 01:23:13,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 0.0
2026-05-02 01:23:13,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 0.0
2026-05-02 01:23:15,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1194.47
2026-05-02 01:23:15,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 323.46
2026-05-02 01:23:15,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:23:15,⚠️ [L1-RANGE] CO_percentage out of range! Value: 30.0
2026-05-02 01:23:15,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 30.0
2026-05-02 01:23:17,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1107.29
2026-05-02 01:23:17,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 46.56
2026-05-02 01:23:17,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.49
2026-05-02 01:23:19,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1193.63
2026-05-02 01:23:19,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 48.35
2026-05-02 01:23:19,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.54
2026-05-02 01:23:21,⚠️ [L1-RANGE] main_gas_pressure out of range! Value: 120.0
2026-05-02 01:23:21,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 120.0
2026-05-02 01:23:21,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1153.23
2026-05-02 01:23:21,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 46.38
2026-05-02 01:23:21,⚠️ [L1-RANGE] CO_percentage out of range! Value: 30.0
2026-05-02 01:23:21,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 30.0
2026-05-02 01:23:23,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:23:23,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:23:23,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 73.32
2026-05-02 01:23:23,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1192.17
2026-05-02 01:23:23,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.39
2026-05-02 01:23:25,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.86
2026-05-02 01:23:25,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 49.05
2026-05-02 01:23:25,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.41
2026-05-02 01:23:27,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.81
2026-05-02 01:23:29,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.99
2026-05-02 01:23:29,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.96
2026-05-02 01:23:31,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.53
2026-05-02 01:23:33,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.93
2026-05-02 01:23:35,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:23:37,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 0.0
2026-05-02 01:23:37,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 0.0
2026-05-02 01:23:37,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 44.8
2026-05-02 01:23:37,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.0
2026-05-02 01:23:39,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 247.65
2026-05-02 01:23:39,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 43.95
2026-05-02 01:23:41,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 254.04
2026-05-02 01:23:43,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 253.34
2026-05-02 01:23:43,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 305.25
2026-05-02 01:23:43,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:23:43,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.61
2026-05-02 01:23:45,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:23:45,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:23:45,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 245.86
2026-05-02 01:23:45,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 42.05
2026-05-02 01:23:47,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 846.8
2026-05-02 01:23:47,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 253.9
2026-05-02 01:23:47,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 43.18
2026-05-02 01:23:49,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 844.59
2026-05-02 01:23:49,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 300.35
2026-05-02 01:23:49,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 47.93
2026-05-02 01:23:51,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:23:51,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:23:51,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 43.28
2026-05-02 01:23:53,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 844.16
2026-05-02 01:23:53,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 42.86
2026-05-02 01:23:55,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 842.05
2026-05-02 01:23:57,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 848.66
2026-05-02 01:24:00,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 859.55
2026-05-02 01:24:00,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 312.78
2026-05-02 01:24:02,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 853.26
2026-05-02 01:24:02,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 88.08
2026-05-02 01:24:04,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 88.61
2026-05-02 01:24:04,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 307.56
2026-05-02 01:24:08,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:24:08,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:24:08,⚠️ [L1-RANGE] CO_percentage out of range! Value: 0.0
2026-05-02 01:24:08,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 0.0
2026-05-02 01:24:10,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 843.85
2026-05-02 01:24:10,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:24:10,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:24:10,⚠️ [L1-RANGE] CO_percentage out of range! Value: 0.0
2026-05-02 01:24:10,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 0.0
2026-05-02 01:24:12,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 853.58
2026-05-02 01:24:12,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 36.0
2026-05-02 01:24:12,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 36.0
2026-05-02 01:24:12,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 21.38
2026-05-02 01:24:14,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:24:14,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:24:14,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.91
2026-05-02 01:24:14,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 0.0
2026-05-02 01:24:14,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 0.0
2026-05-02 01:24:14,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.87
2026-05-02 01:24:16,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 850.5
2026-05-02 01:24:16,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1125.61
2026-05-02 01:24:16,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 21.93
2026-05-02 01:24:18,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 846.12
2026-05-02 01:24:18,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.71
2026-05-02 01:24:18,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1139.26
2026-05-02 01:24:18,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 21.05
2026-05-02 01:24:20,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 843.69
2026-05-02 01:24:20,⚠️ [L1-RANGE] carbon_potential out of range! Value: 0.0
2026-05-02 01:24:20,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.0
2026-05-02 01:24:20,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1146.82
2026-05-02 01:24:20,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.21
2026-05-02 01:24:22,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 853.91
2026-05-02 01:24:22,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.92
2026-05-02 01:24:22,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1115.09
2026-05-02 01:24:22,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:24:24,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 849.96
2026-05-02 01:24:24,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 84.42
2026-05-02 01:24:24,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.91
2026-05-02 01:24:24,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1148.46
2026-05-02 01:24:26,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 36.0
2026-05-02 01:24:26,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 36.0
2026-05-02 01:24:26,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.88
2026-05-02 01:24:26,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.31
2026-05-02 01:24:28,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.88
2026-05-02 01:24:28,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.4
2026-05-02 01:24:30,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.94
2026-05-02 01:24:32,⚠️ [L1-RANGE] main_gas_pressure out of range! Value: 120.0
2026-05-02 01:24:32,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 120.0
2026-05-02 01:24:32,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:24:32,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:24:32,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.17
2026-05-02 01:24:38,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:24:42,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
